,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006101","Department:","Surveillance",,"Property:","CNS Halifax","Owner:","jason.macdonald",,"Location:","Pit 1","Created By:","jason.macdonald","Sublocation:","FBB 1",,,"Occurred:",07-Feb-2026   7:50 pm,"End Time:",07-Feb-2026  19:54,"Camera/Monitor:","MS1","Status:","Open","Duration:","0 Days 0 Hours 4 Minutes","Topic:","Table Fill","Details:","FBB, $15000 by SO Santos Onwuzrike","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006105","Department:","Surveillance",,"Property:","CNS Halifax","Owner:","sim.kaur",,"Location:","Pit 3","Created By:","sim.kaur","Sublocation:","RB 2",,,"Occurred:",07-Feb-2026   8:03 pm,"End Time:",,"Camera/Monitor:",,"Status:","Open","Duration:",,"Topic:","Card Preparation","Details:","Shuffling and sorting on RB2","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006107","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","jason.macdonald",,"Location:","Poker Room","Created By:","jason.macdonald","Sublocation:","Poker 5",,,"Occurred:",07-Feb-2026   8:10 pm,"End Time:",07-Feb-2026  20:15,"Camera/Monitor:","MS1","Status:","Open","Duration:","0 Days 0 Hours 5 Minutes","Topic:","Requested Observation","Details:","Requested Observation: CSM Corey Callaghan speaking to two males at PK5, spots 1 and 3. Also present were SS Sean Howell and SO Will Scott. According to Sean, they had been arguing about the speed of the game. After conversations with each, both were allowed to remain on property and continued at the same table.","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006108","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","sim.kaur",,"Location:","Pit 3","Created By:","sim.kaur","Sublocation:","UTH2",,,"Occurred:",07-Feb-2026   8:18 pm,"End Time:",07-Feb-2026  20:27,"Camera/Monitor:","MON 1-4","Status:","Open","Duration:","0 Days 0 Hours 9 Minutes","Topic:","Straight Flush","Details:","Straight Flush: UTH2, spot 5, Teal deck, 7-J of diamonds, DQ, $2325 ($1250 Blind, $1000 Trips, $50 play & $25ante) won by Terry Miller (PC #413428). Reviewed back to previous like coloured round with nothing suspicious observed.","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006109","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","jason.macdonald",,"Location:","Gaming Floor","Created By:","jason.macdonald","Sublocation:",,,,"Occurred:",07-Feb-2026   8:25 pm,"End Time:",07-Feb-2026  20:46,"Camera/Monitor:","MS1","Status:","Open","Duration:","0 Days 0 Hours 21 Minutes","Topic:","Pit Scan","Details:","ID shots @ 2025hrs","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006110","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","sim.kaur",,"Location:","Parking Lot","Created By:","sim.kaur","Sublocation:",,,,"Occurred:",07-Feb-2026   8:28 pm,"End Time:",07-Feb-2026  20:36,"Camera/Monitor:","MON 1-4","Status:","Open","Duration:","0 Days 0 Hours 8 Minutes","Topic:","Parkade Scan","Details:","Parkade Scan @ 2028hrs","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006111","Department:","Surveillance",,"Property:","CNS Halifax","Owner:","ndethe",,"Location:","Surveillance","Created By:","ndethe","Sublocation:",,,,"Occurred:",07-Feb-2026   8:45 pm,"End Time:",07-Feb-2026  20:50,"Camera/Monitor:","All","Status:","Open","Duration:","0 Days 0 Hours 5 Minutes","Topic:","Camera check","Details:","All ok","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006114","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","sim.kaur",,"Location:","Pit 3","Created By:","sim.kaur","Sublocation:","BJ10",,,"Occurred:",07-Feb-2026   8:55 pm,"End Time:",07-Feb-2026  21:17,"Camera/Monitor:","40","Status:","Open","Duration:","0 Days 0 Hours 22 Minutes","Topic:","Observation","Details:","Observation: Dealers (Simran Kaur/ Gabriel Lynch) on BJ10.","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006115","Department:","Surveillance","High Priority","Property:","CNS Halifax","Owner:","jason.macdonald",,"Location:","Slot Zone","Created By:","jason.macdonald","Sublocation:","Zone 4",,,"Occurred:",07-Feb-2026   8:53 pm,"End Time:",07-Feb-2026  20:58,"Camera/Monitor:","248, MS1","Status:","Open","Duration:","0 Days 0 Hours 5 Minutes","Topic:","Requested Observation","Details:","Requested Observation: SS Sean Howell speaking to a female at 4.10.02","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
,,,,,,,,,,,,,,"Daily Log Detailed List Report","2/ 7/2026  Saturday","Log #:","DL20260006116","Department:","Surveillance",,"Property:","CNS Halifax","Owner:","sim.kaur",,"Location:","Pit 3","Created By:","sim.kaur","Sublocation:","BJ8",,,"Occurred:",07-Feb-2026   9:03 pm,"End Time:",,"Camera/Monitor:",,"Status:","Open","Duration:",,"Topic:","Card Preparation","Details:","Sort and Shuffle on BJ8","Daily total:","61","Grand total:","118","Printed:  2/ 8/2026 	13:54:19	","Page 1 / 1 "
